athlete_id,name,born_date,born_city,born_region,born_country,NOC,height_cm,weight_kg,died_date,height_inch
2589,Margit Borg,1969-06-15,Mariestad,Västra Götaland,SWE,Sweden,,,,nan
2590,Ellen Brusewitz,1878-11-10,Jönköping,Jönköping,SWE,Sweden,,,1952-05-17,nan
2591,Margareta Cederschiöld,1879-12-31,Stockholm,Stockholm,SWE,Sweden,,,1962-07-29,nan
2592,Astrid Crabo,1971-07-10,Täby,Stockholm,SWE,Sweden,,,,nan
2593,Lotta Erlman,1968-05-29,Borlänge,Dalarna,SWE,Sweden,176.0,70.0,,69.168
2594,Sigrid Fick,1887-03-28,Helsinki,Uusimaa,FIN,Sweden,,,1979-06-04,nan
2595,Ebba Hay,1866-12-11,Jönköping,Jönköping,SWE,Sweden,,,1954-05-26,nan
2596,Annie Holmström,1880-02-22,Jönköping,Jönköping,SWE,Sweden,,,1953-10-26,nan
2597,Margareta Lindberg,1889-05-31,Stockholm,Stockholm,SWE,Sweden,,,1984-05-21,nan
2598,Catarina Lindqvist,1963-06-13,Kristinehamn,Värmland,SWE,Sweden,165.0,57.0,,64.845
2599,Maria Lindström,1963-03-07,Västervik,Kalmar,SWE,Sweden,178.0,63.0,,69.95400000000001
2600,Christine Magnusson,1964-11-21,Fort Portal,Western,UGA,Sweden,164.0,60.0,,64.452
2601,Pernilla Pettersson,1972-01-12,Uppsala,Uppsala,SWE,Sweden,,,,nan
2602,Lily Strömberg-von Essen,1896-09-24,Lund,Skåne,SWE,Sweden,,,1990-05-21,nan
2603,Marie Svensson,1967-08-09,Simrishamn,Skåne,SWE,Sweden,176.0,68.0,,69.168
2604,Åsa Svensson,1971-02-11,Halmstad,Halland,SWE,Sweden,163.0,55.0,,64.059
2605,Elsa Wallenberg,1877-01-26,,,,Sweden,,,1951-10-17,nan
2606,Olle Andersson,1895-12-29,Gävle,Gävleborg,SWE,Sweden,,,1974-05-06,nan
2607,Jan-Eric Antonsson,1961-09-09,Karlskrona,Blekinge,SWE,Sweden,183.0,84.0,,71.919
2608,Mikael Appelgren,1961-10-15,Stockholm,Stockholm,SWE,Sweden,178.0,65.0,,69.95400000000001
2609,Peter Axelsson,1967-06-22,Täby,Stockholm,SWE,Sweden,189.0,84.0,,74.277
2610,Curt Benckert,1887-08-08,Sundsvall,Västernorrland,SWE,Sweden,,,1950-11-28,nan
2611,Jonas Björkman,1972-03-23,Växjö,Kronoberg,SWE,Sweden,184.0,83.0,,72.312
2612,Wollmar Boström,1878-06-15,,,,Sweden,,,1956-11-07,nan
2613,Stefan Edberg,1966-01-19,Västervik,Kalmar,SWE,Sweden,186.0,77.0,,73.098
2614,Thomas Enqvist,1974-03-13,Stockholm,Stockholm,SWE,Sweden,191.0,87.0,,75.063
2615,Torsten Grönfors,1888-08-08,Lund,Skåne,SWE,Sweden,,,1968-05-28,nan
2616,Magnus Gustafsson,1967-01-03,Lund,Skåne,SWE,Sweden,185.0,86.0,,72.705
2617,Tomas Johansson,1969-08-12,Göteborg (Gothenburg),Västra Götaland,SWE,Sweden,199.0,85.0,,78.20700000000001
2618,Anders Järryd,1961-07-13,Lidköping,Västra Götaland,SWE,Sweden,180.0,70.0,,70.74000000000001
2619,Pär-Gunnar Jönsson,1963-08-06,Göteborg (Gothenburg),Västra Götaland,SWE,Sweden,187.0,79.0,,73.491
2620,Peter Karlsson,1969-05-29,,,,Sweden,189.0,83.0,,74.277
2621,Carl Kempe,1884-12-08,Stockholm,Stockholm,SWE,Sweden,,,1967-07-08,nan
2622,Nicklas Kulti,1971-04-22,Stockholm,Stockholm,SWE,Sweden,192.0,90.0,,75.456
2623,Magnus Larsson,1970-03-25,Olofström,Blekinge,SWE,Sweden,193.0,93.0,,75.849
2624,Hakon Leffler,1887-03-11,Göteborg (Gothenburg),Västra Götaland,SWE,Sweden,,,1972-07-31,nan
2625,Erik Lindh,1964-05-24,Kungälv,Västra Götaland,SWE,Sweden,180.0,65.0,,70.74000000000001
2626,Albert Lindqvist,1888-02-26,Lund,Skåne,SWE,Sweden,,,1961-03-28,nan
2627,Sune Malmström,1897-10-28,Malmö,Skåne,SWE,Sweden,,,1961-12-17,nan
2628,Henning Müller,1896-11-04,Stockholm,Stockholm,SWE,Sweden,,,1980-05-06,nan
2629,Frans Möller,1886-05-19,Stockholm,Stockholm,SWE,Sweden,,,1954-12-10,nan
2630,Carl-Olof Nylén,1892-06-30,Uppsala,Uppsala,SWE,Sweden,,,1978-10-02,nan
2631,Jens Olsson,1964-12-15,,,,Sweden,193.0,84.0,,75.849
2632,Jörgen Persson,1966-04-22,Halmstad,Halland,SWE,Sweden,186.0,77.0,,73.098
2633,Gunnar Setterwall,1881-08-18,Stockholm,Stockholm,SWE,Sweden,,,1928-02-26,nan
2634,Lennart Silfverstolpe,1888-06-27,,,,Sweden,,,1969-08-04,nan
2635,Carl-Eric von Braun,1896-11-14,Göteborg (Gothenburg),Västra Götaland,SWE,Sweden,,,1981-11-02,nan
2636,Thomas von Scheele,1969-03-23,Bollnäs,Gävleborg,SWE,Sweden,,,,nan
2637,Jan-Ove Waldner,1965-10-03,Stockholm,Stockholm,SWE,Sweden,179.0,76.0,,70.34700000000001
2638,Charles Wennergren,1889-02-07,Göteborg (Gothenburg),Västra Götaland,SWE,Sweden,,,1978-01-03,nan
2639,Stellan Österberg,1965-01-17,,,,Sweden,180.0,76.0,,70.74000000000001
2640,Marie Hrachová,1963-11-12,Ostrava,Moravskoslezský kraj,CZE,Czechoslovakia,162.0,55.0,,63.666000000000004
2641,Renata Kasalová,1969-03-05,Bánovce nad Bebravou,Trenčín,SVK,Czechoslovakia,164.0,59.0,,64.452
2642,Eva Lacinová,1971-10-03,Praha (Prague),Hlavní město Praha,CZE,Czechoslovakia,174.0,62.0,,68.382
2643,Jaroslava Mihočková,1971-06-12,Bratislava,Bratislava,SVK,Czechoslovakia,174.0,62.0,,68.382
2644,Regina Rajchrtová,1968-02-05,Havlíčkův Brod,Vysočina,CZE,Czechoslovakia,182.0,67.0,,71.526
2645,Alena Šafářová,1968-04-17,Žďár nad Sázavou,Vysočina,CZE,Czechoslovakia,175.0,70.0,,68.775
2646,Milada Skrbková,1897-05-30,Praha (Prague),Hlavní město Praha,CZE,Czechoslovakia,,,1935-10-02,nan
2647,Andrea Strnadová,1972-05-28,Praha (Prague),Hlavní město Praha,CZE,Czechoslovakia,175.0,63.0,,68.775
2648,Radka Zrubáková,1970-12-26,Bratislava,Bratislava,SVK,Czechoslovakia Slovakia,169.0,60.0,,66.417
2649,Karel Ardelt,1889-01-28,Písek,Jihočeský kraj,CZE,Bohemia Czechoslovakia,,,1978-02-14,nan
2650,Ernst Gottlieb,1893-03-18,Brno,Jihomoravský kraj,CZE,Czechoslovakia,,,1980-04-10,nan
2651,Tomáš Jančí,1968-07-23,Bratislava,Bratislava,SVK,Czechoslovakia,189.0,80.0,,74.277
2652,Jaroslav Just,1883-02-06,Praha (Prague),Hlavní město Praha,CZE,Bohemia Czechoslovakia,,,1928-08-05,nan
2653,Jan Koželuh,1904-01-29,Praha (Prague),Hlavní město Praha,CZE,Czechoslovakia,,,1979-06-04,nan
2654,Pavel Macenauer,1900-01-01,Úlice,Plzeňský kraj,CZE,Czechoslovakia,,,1955-07-30,nan
2655,Miloslav Mečíř,1964-05-19,Bojnice,Trenčín,SVK,Czechoslovakia,190.0,81.0,,74.67
2656,Tomáš Mendrek,1968-08-09,Český Těšín,Moravskoslezský kraj,CZE,Czechoslovakia,176.0,77.0,,69.168
2657,Jindřich Panský,1960-07-29,Plzeň,Plzeňský kraj,CZE,Czechoslovakia,168.0,67.0,,66.024
2658,Friedrich Rohrer,1895-05-14,Brno,Jihomoravský kraj,CZE,Czechoslovakia,,,1945-04-26,nan
2659,Milan Šrejber,1963-12-30,Praha (Prague),Hlavní město Praha,CZE,Czechoslovakia,203.0,98.0,,79.779
2660,František Týř,,,,,Czechoslovakia,,,,nan
2661,Marián Vajda,1965-04-23,Považská Bystrica,Trenčín,SVK,Czechoslovakia,173.0,68.0,,67.989
2662,Roland Vími,1969-06-21,Dunajská Streda,Trnava,SVK,Czechoslovakia,181.0,74.0,,71.13300000000001
2663,Otto Wofek,1892-01-01,,,,Czechoslovakia,,,,nan
2664,Ladislav Žemla,1887-11-06,Praha (Prague),Hlavní město Praha,CZE,Bohemia Czechoslovakia,,,1955-06-18,nan
2665,Suwimol Duandchan,1974-04-10,Chiang Mai,Chiang Mai,THA,Thailand,162.0,55.0,,63.666000000000004
2666,Somhasurthai Jaroensiri,1971-11-15,Nakhon Pathom,Nakhon Pathom,THA,Thailand,161.0,66.0,,63.273
2667,Ladawan Mulasartsatorn,1970-03-18,,,,Thailand,164.0,58.0,,64.452
2668,Pornsawan Plungwech,1973-01-15,Krung Thep (Bangkok),Krung Thep Maha Nakhon,THA,Thailand,172.0,60.0,,67.596
2669,Benjamas Sangaram,1975-01-11,Chiang Mai,Chiang Mai,THA,Thailand,164.0,52.0,,64.452
2670,Piyathip Sansaniyakulvilai,1972-10-23,,,,Thailand,160.0,57.0,,62.88
2671,Tamarine Tanasugarn,1977-05-24,Los Angeles,California,USA,Thailand,165.0,60.0,,64.845
2672,Teeranun Chiangta,1972-11-11,,,,Thailand,170.0,60.0,,66.81
2673,Kittipon Kittikul,1975-09-09,,,,Thailand,173.0,63.0,,67.989
2674,Sompol Kookasemkit,1963-01-24,,,,Thailand,168.0,60.0,,66.024
2675,Siripong Siripool,1965-09-09,Surin,Surin,THA,Thailand,168.0,59.0,,66.024
2676,Khunakorn Suthisod,1974-03-29,,,,Thailand,174.0,59.0,,68.382
2677,Pramote Teerawiwatana,1967-06-14,Kanchanaburi,Kanchanaburi,THA,Thailand,174.0,65.0,2012-10-04,68.382
2678,Sakrapee Thongsari,1962-06-23,,,,Thailand,170.0,67.0,,66.81
2679,Bai Hui-Yun,1973-04-09,,,,Chinese Taipei,157.0,48.0,,61.701
2680,Chang Hsiu-Yu,1965-02-10,,,,Chinese Taipei,166.0,50.0,,65.238
2681,Chen Li-Chin,1976-08-08,,,,Chinese Taipei,168.0,66.0,,66.024
2682,Chen Chiu-Tan,1974-09-16,,,,Chinese Taipei,157.0,50.0,,61.701
2683,Huang Chia-Chi,1979-01-26,,,,Chinese Taipei,171.0,64.0,,67.203
2684,Jeng Shwu-Zen,1977-06-02,,,,Chinese Taipei,172.0,64.0,,67.596
2685,Lin Li-Ju,1967-02-04,,,,Chinese Taipei,157.0,55.0,,61.701
2686,Tsai Hui-Min,1976-02-06,,,,Chinese Taipei,162.0,58.0,,63.666000000000004
2687,Wang Shi-Ting,1973-10-19,Tainan,Tainan,TPE,Chinese Taipei,170.0,57.0,,66.81
2688,Xu Jing,1968-01-08,,,,Chinese Taipei,166.0,62.0,,65.238
2689,Chang Jeng-Shyuang,1974-01-30,,,,Chinese Taipei,183.0,83.0,,71.919
2690,Chen Chih-Jung,1972-09-24,,,,Chinese Taipei,168.0,65.0,,66.024
2691,Chiang Peng-Lung,1976-07-24,Taipei,Taiwan,TPE,Chinese Taipei,184.0,85.0,,72.312
2692,Chih Chin-Long,1963-04-02,,,,Chinese Taipei,168.0,57.0,,66.024
2693,Chih Chin-Shui,1963-04-02,,,,Chinese Taipei,169.0,58.0,,66.417
2694,Huang Huei-Chieh,1965-07-02,,,,Chinese Taipei,165.0,57.0,,64.845
2695,Lien Yu-Hui,1970-07-19,,,,Chinese Taipei,185.0,82.0,,72.705
2696,Liu En-Hung,1966-03-16,,,,Chinese Taipei,173.0,71.0,,67.989
2697,Wu Wen-Chia,1963-10-24,,,,Chinese Taipei,170.0,70.0,,66.81
2698,Debra O'Connor,1966-07-04,,,,Trinidad and Tobago,,,,nan
2699,Dexter St. Louis,1968-03-21,Couva,Couva-Tabaquite-Talparo,TTO,Trinidad and Tobago,182.0,80.0,2019-05-16,71.526
2700,Feiza Ben Aïssa,1963-08-07,,,,Tunisia,162.0,63.0,,63.666000000000004
2701,Selima Sfar,1977-07-08,Sidi Bou Said,Sidi Bouzid,TUN,Tunisia,166.0,55.0,,65.238
2702,Sonia Touati,1973-03-13,,,,Tunisia,,,,nan
2703,Sofiane Ben Letaief,1966-10-19,,,,Tunisia,185.0,80.0,,72.705
2704,Lotfi Joudi,1963-08-11,,,,Tunisia,178.0,66.0,,69.95400000000001
2705,Mourad Sta,1967-04-09,,,,Tunisia,179.0,63.0,,70.34700000000001
2706,June Kyakobye,1967-06-25,,,,Uganda,,,,nan
2707,Mary Musoke,,,,,Uganda,165.0,75.0,,64.845
2708,Paul Mutambuze,1964-11-11,,,,Uganda,,,,nan
2709,Viktoriya Yevtushenko,1965-04-23,Dnipro,Dnipropetrovsk,UKR,Ukraine,165.0,56.0,,64.845
2710,Olena Nozdran,1975-07-20,Dnipro,Dnipropetrovsk,UKR,Ukraine,164.0,60.0,,64.452
2711,Vladyslav Druzhchenko,1973-01-16,Dnipro,Dnipropetrovsk,UKR,Ukraine,186.0,85.0,,73.098
2712,Olena Kovtun,1966-11-20,Bryansk,Bryansk,RUS,Soviet Union Ukraine,160.0,58.0,,62.88
2713,Yevgeniya Manyukova,1968-05-17,Moskva (Moscow),Moskva,RUS,Unified Team,176.0,70.0,,69.168
2714,Leila Meskhi,1968-01-04,Tbilisi,Tbilisi,GEO,Soviet Union Unified Team,164.0,54.0,,64.452
2715,Valentina Popovová,1960-11-21,Sumqayıt,Sumqayıt,AZE,Slovakia Soviet Union Unified Team,170.0,61.0,,66.81
2716,Galina Melnik,1970-04-27,Moskva (Moscow),Moskva,RUS,Russian Federation Unified Team,155.0,54.0,,60.915
2717,Boris Rozenberg,1962-07-09,Odesa,Odesa,UKR,Soviet Union,174.0,68.0,,68.382
2718,Andrey Cherkasov,1970-07-04,Ufa,Respublika Bashkortostan,RUS,Soviet Union Unified Team,180.0,73.0,,70.74000000000001
2719,Andrey Chesnokov,1966-02-02,Moskva (Moscow),Moskva,RUS,Soviet Union Unified Team,188.0,75.0,,73.884
2720,Aleksandr Volkov,1967-03-03,Kaliningrad,Kaliningrad,RUS,Soviet Union,188.0,79.0,2019-10-19,73.884
2721,Marcelo Filippini,1967-08-04,Montevideo,Montevideo,URU,Uruguay,178.0,65.0,,69.95400000000001
2722,Insook Bhushan,1952-02-17,Seoul,Seoul,KOR,United States,167.0,55.0,,65.631
2723,Jennifer Capriati,1976-03-29,New York,New York,USA,United States,173.0,61.0,,67.989
2724,Lindsay Davenport,1976-06-08,Palos Verdes,California,USA,United States,191.0,79.0,,75.063
2725,Chris Evert,1954-12-21,Fort Lauderdale,Florida,USA,United States,167.0,57.0,,65.631
2726,Amy Feng,1969-04-09,Tianjin,Tianjin,CHN,United States,162.0,57.0,,63.666000000000004
2727,Gigi Fernandez,1964-02-22,San Juan,Puerto Rico,PUR,Puerto Rico United States,170.0,66.0,,66.81
2728,Mary Joe Fernandez,1971-09-19,Santo Domingo,Distrito Nacional,DOM,United States,176.0,63.0,,69.168
2729,Linda French,1964-03-04,Elmhurst,Illinois,USA,United States,162.0,55.0,,63.666000000000004
2730,Zina Garrison,1963-11-16,Houston,Texas,USA,United States,162.0,58.0,,63.666000000000004
2731,Diana Gee,1968-12-21,Burlingame,California,USA,United States,162.0,45.0,,63.666000000000004
2732,Eleanor Goss,1895-11-18,New York,New York,USA,United States,,,1982-01-01,nan
2733,Lily Hugh-Yip,1963-08-22,Guangzhou (Canton),Guangdong,CHN,United States,165.0,58.0,,64.845
2734,Marion Jessup,1896-05-06,Allentown,Pennsylvania,USA,United States,163.0,,1980-08-14,64.059
2735,Georgina Jones,1882-09-01,New York,New York,USA,United States,,,1955-09-03,nan
2736,Marion Jones,1879-11-02,Gold Hill,Nevada,USA,United States,,,1965-03-14,nan
2737,Joy Kitzmiller,1964-05-12,Manhattan Beach,California,USA,United States,172.0,59.0,,67.596
2738,Monica Seles,1973-12-02,Novi Sad,Južna Bačka,SRB,United States,179.0,70.0,,70.34700000000001
2739,Lillian Scharman,1901-06-26,,,,United States,175.0,,1982-03-01,68.775
2740,Pam Shriver,1962-07-04,Baltimore,Maryland,USA,United States,183.0,70.0,,71.919
2741,Erika Von Heiland,1965-12-24,Angeles City,Pampanga,PHI,United States,160.0,56.0,,62.88
2742,Wei Wang,1961-03-21,Beijing,Beijing,CHN,United States,157.0,42.0,,61.701
2743,Hazel Wightman,1886-12-20,Healdsburg,California,USA,United States,,,1974-12-05,nan
2744,Helen Wills,1905-10-06,,,,United States,,,1998-01-01,nan
2745,Andre Agassi,1970-04-29,Las Vegas,Nevada,USA,United States,180.0,80.0,,70.74000000000001
2746,Alphonzo Bell,1875-09-29,Bell,California,USA,United States,,,1947-12-27,nan
2747,Wilfred Blatherwick,1870-09-19,Black Hawk,Iowa,USA,United States,,,1956-04-07,nan
2748,Jim Butler,1971-02-15,Iowa City,Iowa,USA,United States,193.0,77.0,,75.849
2749,Michael Chang,1972-02-22,Hoboken,New Jersey,USA,United States,175.0,72.0,,68.775
2750,Joseph Charles,1868-02-09,Boonville,Missouri,USA,United States,,,1950-02-10,nan
2751,Jim Courier,1970-08-17,Sanford,Florida,USA,United States,185.0,82.0,,72.705
2752,Charles Cresson,1874-03-23,San Antonio,Texas,USA,United States,,,1949-02-27,nan
2753,Joe Cunningham,1867-02-26,Aberdeen,Mississippi,USA,United States,,,1951-07-27,nan
2754,Dwight Davis,1879-07-05,Philadelphia,Pennsylvania,USA,United States,183.0,86.0,1945-11-28,71.919
2755,Spalding de Garmendia,1860-02-28,Baltimore,Maryland,USA,United States,,,1932-11-09,nan
2756,Andrew Drew,1885-01-01,,,,United States,,,1913-06-12,nan
2757,William Easton,1875-01-25,Hannibal,Missouri,USA,United States,,,1928-08-29,nan
2758,Rollin Feitshans,1881-03-04,Springfield,Illinois,USA,United States,,,1952-01-11,nan
2759,Ken Flach,1963-05-24,,,,United States,185.0,75.0,2018-03-12,72.705
2760,Chris Forney,1878-04-21,,,,United States,,,1912-09-14,nan
2761,Clarence Gamble,1881-08-16,,,,United States,,,1952-06-13,nan
2762,Brad Gilbert,1961-08-09,Oakland,California,USA,United States,185.0,79.0,,72.705
2763,Paul Gleeson,1880-03-31,,,,United States,,,1956-11-26,nan
2764,Kevin Han,1972-11-25,Shanghai,Shanghai,CHN,United States,187.0,86.0,,73.491
2765,Frank Hunter,1894-06-28,New York,New York,USA,United States,180.0,,1981-12-02,70.74000000000001
2766,Edwin Hunter,1874-03-25,Fond du Lac,Wisconsin,USA,United States,,,1935-03-30,nan
2767,Chris Jogis,1965-05-24,Palo Alto,California,USA,United States,183.0,73.0,,71.919
2768,Hugh McKittrick Jones,1880-11-10,,,,United States,,,1960-05-01,nan
2769,Harold Kauffman,1875-12-20,,,,United States,,,1936-12-09,nan
2770,Robert LeRoy,1885-02-07,New York,New York,USA,United States,,,1946-09-07,nan
2771,Benny Lee,1965-12-05,Yangon (Rangoon),Yangon,MYA,United States,170.0,73.0,,66.81
2772,Edgar Leonard,1881-06-19,West Newton,Massachusetts,USA,United States,,,1948-10-07,nan
2773,Malcolm MacDonald,1865-09-16,Detroit,Michigan,USA,United States,,,1921-09-06,nan
2774,Tim Mayotte,1960-08-03,Springfield,Massachusetts,USA,United States,190.0,83.0,,74.67
2775,Ralph McKittrick,1877-08-17,,,,United States,,,1923-05-04,nan
2776,Forest Montgomery,1874-08-22,Cleveland,Ohio,USA,United States,,,1947-05-07,nan
2777,John Neely,1872-05-26,Chicago,Illinois,USA,United States,,,1941-03-22,nan
2778,Sean O'Neill,1967-07-31,Toledo,Ohio,USA,United States,183.0,75.0,,71.919
2779,Roosevelt Pell,1879-03-12,Yonkers,New York,USA,United States,188.0,85.0,1967-08-18,73.884
2780,Tommy Reidy,1968-11-26,,,,United States,183.0,68.0,,71.919
2781,Richey Reneberg,1965-10-05,Phoenix,Arizona,USA,United States,180.0,77.0,,70.74000000000001
2782,Vinnie Richards,1903-03-20,Yonkers,New York,USA,United States,178.0,,1959-09-28,69.95400000000001
2783,Semp Russ,1878-04-16,,,,United States,,,1978-03-12,nan
2784,Pete Sampras,1971-08-12,Washington,District of Columbia,USA,United States,185.0,79.0,,72.705
2785,Fred Sanderson,1872-07-28,Galesburg,Illinois,USA,United States,,,1928-08-02,nan
2786,Charles Sands,1865-12-22,New York,New York,USA,France United States,181.0,,1945-08-09,71.13300000000001
2787,Robert Seguso,1963-05-01,Minneapolis,Minnesota,USA,United States,191.0,82.0,,75.063
2788,Nathaniel Semple,1876-10-22,Liberty,Missouri,USA,United States,,,1913-10-03,nan
2789,Fred Semple,1872-12-24,,,,United States,,,1927-12-21,nan
2790,Nathan Smith,,,,,United States,,,,nan
2791,George Stadel,1881-09-21,,,,United States,,,1952-11-13,nan
2792,Todd Sweeris,1973-05-28,Grand Rapids,Michigan,USA,United States,170.0,70.0,,66.81
2793,Stewart Tritle,1871-03-22,Virginia City,Nevada,USA,United States,,,1947-03-07,nan
2794,Douglas Turner,,,,,United States,,,,nan
2795,Orien Vernon,1874-09-07,McLouth,Kansas,USA,United States,,,1951-06-24,nan
2796,Charles Voigt,1869-05-02,San José,California,USA,France United States,,,1929-07-03,nan
2797,Watty Washburn,1894-06-13,New York,New York,USA,United States,194.0,,1973-12-02,76.242
2798,MaliVai Washington,1969-06-20,Glen Cove,New York,USA,United States,180.0,79.0,,70.74000000000001
2799,Joseph Wear,1876-11-27,,,,United States,,,1941-06-04,nan
2800,Arthur Wear,1880-03-01,,,,United States,,,1918-11-06,nan
2801,Allen West,1872-08-02,Mobile,Alabama,USA,United States,,,1952-08-31,nan
2802,Frank Wheaton,1876-10-15,Putnam,Connecticut,USA,United States,,,1965-10-29,nan
2803,Dick Williams,1891-01-29,Genève (Geneva),Genève,SUI,United States,182.0,,1968-06-02,71.526
2804,Beals Wright,1879-12-19,Boston,Massachusetts,USA,United States,,,1961-08-23,nan
2805,David Zhuang,1963-09-01,Guangzhou (Canton),Guangdong,CHN,United States,178.0,77.0,,69.95400000000001
2806,Oleg Ogorodov,1972-07-16,Toshkent,Toshkent Shahri,UZB,Uzbekistan,193.0,87.0,,75.849
2807,Dmitry Tomashevich,1974-03-06,Toshkent,Toshkent Shahri,UZB,Uzbekistan,,,,nan
2808,Elizabeth Popper,1962-08-30,,,,Venezuela,160.0,70.0,,62.88
2809,Fabiola Ramos,1977-09-15,Maracaibo,Zulia,VEN,Venezuela,164.0,74.0,,64.452
2810,Juan Carlos Bianchi,1970-01-22,Maracay,Aragua,VEN,Venezuela,,,,nan
2811,Francisco López,1962-09-19,,,,Venezuela,175.0,75.0,,68.775
2812,Nicolás Pereira,1970-10-29,Salto,Salto,URU,Venezuela,188.0,86.0,,73.884
2813,Jimy Szymanski,1975-09-15,Caracas,Distrito Capital,VEN,Venezuela,177.0,70.0,,69.561
2814,Jasna Fazlić-Reed,1970-12-20,Foča,Foča,BIH,Independent Olympic Athletes United States Yugoslavia,170.0,56.0,,66.81
2815,Sabrina Goleš,1965-06-03,Stari Mikanovci,Vukovarsko-srijemska županija,CRO,Yugoslavia,170.0,62.0,,66.81
2816,Gordana Perkučin,1962-05-07,Novi Kneževac,Severni Banat,SRB,Independent Olympic Athletes Yugoslavia,168.0,59.0,,66.024
2817,Aleksander Đurđenski,1894-01-01,,,,Yugoslavia,,,,nan
2818,Slobodan Grujić,1973-08-24,Novi Sad,Južna Bačka,SRB,Independent Olympic Athletes Serbia and Montenegro,180.0,76.0,,70.74000000000001
2819,Zoran Kalinić,1958-07-20,Subotica,Severna Bačka,SRB,Independent Olympic Athletes Yugoslavia,196.0,86.0,,77.028
2820,Aleksandar Karakašević,1975-12-09,Zemun,Beograd,SRB,Serbia Serbia and Montenegro,178.0,85.0,,69.95400000000001
2821,Ilija Lupulesku,1967-10-30,Zrenjanin,Srednji Banat,SRB,Independent Olympic Athletes Serbia and Montenegro United States Yugoslavia,177.0,79.0,,69.561
2822,Srđan Muškatirović,1972-04-10,,,,Independent Olympic Athletes,,,,nan
2823,Slobodan Živojinović,1963-07-23,Beograd (Belgrade),Beograd,SRB,Yugoslavia,198.0,96.0,,77.81400000000001
2824,Sally-Anne McDonald,1962-11-23,,,,Zimbabwe,,,,nan
2825,Julia Muir,1970-11-16,,,,Zimbabwe,167.0,59.0,,65.631
2826,Byron Black,1969-10-06,Harare,Harare,ZIM,Zimbabwe,175.0,70.0,,68.775
2827,Wayne Black,1973-11-14,Harare,Harare,ZIM,Zimbabwe,170.0,70.0,,66.81
2828,Mark Gurr,1966-02-18,,,,Zimbabwe,185.0,70.0,,72.705
2829,Philip Tuckniss,1962-05-05,Harare,Harare,ZIM,Zimbabwe,183.0,70.0,,71.919
2830,An Zhongxin,1972-10-20,Tianjin,Tianjin,CHN,People's Republic of China,170.0,65.0,,66.81
2831,Misako Ando,1971-03-21,Gifu,Gifu,JPN,Japan,163.0,60.0,,64.059
2832,Lourdes Báez,1969-08-11,,,,Puerto Rico,,,,nan
2833,Peter Bumbers,1926-03-16,Rīga,Rīga,LAT,Australia,,,1984-01-01,nan
2834,Miguel Calderón,1950-10-30,La Habana (Havana),Ciudad de La Habana,CUB,Cuba,183.0,79.0,,71.919
2835,Dragutin Čermak,1944-10-12,Beograd (Belgrade),Beograd,SRB,Yugoslavia,190.0,92.0,2021-10-12,74.67
2836,Mark Dalton,1964-11-09,Sydney,New South Wales,AUS,Australia,198.0,,,77.81400000000001
2837,Felipe de la Pozas,1933-08-28,La Habana (Havana),Ciudad de La Habana,CUB,Cuba,,,,nan
2838,Mirza Delibašić,1954-01-09,Tuzla,Tuzlanski kanton,BIH,Bosnia and Herzegovina Yugoslavia,197.0,86.0,2001-12-08,77.421
2839,Nik'oloz Deriugini,1959-04-30,Kutaisi,Imereti,GEO,Soviet Union,206.0,105.0,,80.958
2840,Mincho Dimov,1940-01-04,Sofia,Sofia Grad,BUL,Bulgaria,178.0,68.0,2006-09-07,69.95400000000001
2841,Nemanja Đurić,1936-06-18,Beograd (Belgrade),Beograd,SRB,Yugoslavia,195.0,93.0,,76.635
2842,Juan Domecq,1950-06-10,,,,Cuba,192.0,88.0,,75.456
2843,Stefan Filipov,1943-01-08,Sofia,Sofia Grad,BUL,Bulgaria,183.0,78.0,,71.919
2844,Elşad Qadaşev,1968-05-01,Bakı,Bakı,AZE,Unified Team,205.0,110.0,,80.565
2845,Sandro Gamba,1932-06-03,Milano,Milano,ITA,Italy,190.0,80.0,,74.67
2846,Emanuil Gyaurov,1934-11-06,Sofia,Sofia Grad,BUL,Bulgaria,182.0,80.0,2015-06-17,71.526
2847,Rolly Goldring,1937-04-14,Stouffville,Ontario,CAN,Canada,198.0,90.0,2017-10-31,77.81400000000001
2848, Coroa,1906-01-15,Rio de Janeiro,Rio de Janeiro,BRA,Brazil,,,1963-01-01,nan
2849,Brendon Hackwill,1942-05-09,,,,Australia,204.0,86.0,1995-08-03,80.172
2850,Aurelio Díaz,1923-05-22,Gijón,Asturias,ESP,Spain,,,,nan
2851,José Manuel Durán,1945-10-09,Madrid,Madrid,ESP,Spain,173.0,66.0,,67.989
2852,Moisés Fajardo,1947-07-05,Barlovento,Santa Cruz de Tenerife,ESP,Spain,173.0,70.0,,67.989
2853,Dionisio Fernández,1907-10-04,Zamora,Zamora,ESP,Spain,,,,nan
2854,Alfonso Fernández,1951-04-15,Oviedo,Asturias,ESP,Spain,,,,nan
2855,Carmelo García,1939-12-03,Santa María de Guía,Las Palmas,ESP,Spain,166.0,63.0,,65.238
2856,Antonio García,1948-08-15,Almería,Almería,ESP,Spain,152.0,51.0,2015-06-08,59.736000000000004
2857,Manuel García,1935-05-15,San Justo Desvern,Barcelona,ESP,Spain,188.0,130.0,,73.884
2858,Bonifacio García,1969-03-03,Vallecas,Madrid,ESP,Spain,170.0,50.0,,66.81
